Name,Country,Users,Purpose,Orbit_Class,Period_min,Launch_Date,Launch_Site,Launch_Vehicle
Starlink-1637 ,USA,Commercial,Communications,LEO,95.6,18-08-2020,Cape Canaveral,Falcon 9
Starlink-1638 ,USA,Commercial,Communications,LEO,95.6,18-08-2020,Cape Canaveral,Falcon 9
Starlink-1639 ,USA,Commercial,Communications,LEO,95.6,18-08-2020,Cape Canaveral,Falcon 9
Starlink-1640 ,USA,Commercial,Communications,LEO,95.6,18-08-2020,Cape Canaveral,Falcon 9
Starlink-1641 ,USA,Commercial,Communications,LEO,95.6,18-08-2020,Cape Canaveral,Falcon 9
Starlink-1642 ,USA,Commercial,Communications,LEO,95.6,18-08-2020,Cape Canaveral,Falcon 9
Starlink-1643 ,USA,Commercial,Communications,LEO,95.6,18-08-2020,Cape Canaveral,Falcon 9
Starlink-1644 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1646,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1648 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1649 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1650 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1651,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1652,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1653,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1654 ,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1656,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1657,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1658,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1659 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1660 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1661,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1662,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1663 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1664 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1665,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1666,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1667 ,USA,Commercial,Communications,LEO,95.6,18-08-2020,Cape Canaveral,Falcon 9
Starlink-1668 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1670,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1671 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1672 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1673,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1674 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1675 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1676 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1677 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1678 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1679 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1680 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1681 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1682 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1683 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1684 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1685 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1686,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1687 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1688,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1689,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1690,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1691 ,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1692 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1693 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1694 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1695,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1696 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1697 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1698 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1699 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1700 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1701 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1702 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1705 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1706 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1707,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1708 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1709 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1710,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1711,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1712 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1713,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1714 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1715 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1716 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1717 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1718 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1719 ,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1720 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1721,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1722,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1723,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1724,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1725,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1726 ,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1727,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1728 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1729 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1730 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1731 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1732 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1733 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1734,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1735 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1736 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1737 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1738 ,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1739,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1740 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1741 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1742,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1743 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1744 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1745,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1746 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1747 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1748 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1749 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1750,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1751 ,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1752,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1753 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1754 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1755 ,USA,Commercial,Communications,LEO,95.6,06-10-2020,Cape Canaveral,Falcon 9
Starlink-1756,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1757,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1758,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1759,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1760 ,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1762,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1763,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1764,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1765,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1766 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1767,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1768,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1769,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1770 ,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1771,USA,Commercial,Communications,LEO,95.6,03-09-2020,Cape Canaveral,Falcon 9
Starlink-1773 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1774 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1775 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1776 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1777 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1778 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1779 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1780 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1781 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1783 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1784 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1785 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1786 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1787 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1788 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1789 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1790 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1791 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1792 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1793 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1794 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1795 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1796 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1797 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1798 ,USA,Commercial,Communications,LEO,95.6,24-10-2020,Cape Canaveral,Falcon 9
Starlink-1799 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1800 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1801 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1802 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1803 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1804 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1805 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1807 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1808 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1809 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1810 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1811 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1812 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1813 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1814 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1815 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1816 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1817 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1818 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1820 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1821 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1822 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1823 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1824 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1825 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1826 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1827 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1828 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1829 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1830 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1831 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1832 ,USA,Commercial,Communications,LEO,95.6,24-10-2020,Cape Canaveral,Falcon 9
Starlink-1833 ,USA,Commercial,Communications,LEO,95.6,24-10-2020,Cape Canaveral,Falcon 9
Starlink-1834 ,USA,Commercial,Communications,LEO,95.6,24-10-2020,Cape Canaveral,Falcon 9
Starlink-1835 ,USA,Commercial,Communications,LEO,95.6,24-10-2020,Cape Canaveral,Falcon 9
Starlink-1836 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1837 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1838 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1839 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1840 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1841 ,USA,Commercial,Communications,LEO,95.6,18-10-2020,Cape Canaveral,Falcon 9
Starlink-1842 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1843 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1844 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1845 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1846 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1847 ,USA,Commercial,Communications,LEO,95.6,24-10-2020,Cape Canaveral,Falcon 9
Starlink-1848 ,USA,Commercial,Communications,LEO,95.6,24-10-2020,Cape Canaveral,Falcon 9
Starlink-1849 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1850 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1851 ,USA,Commercial,Communications,LEO,95.6,24-10-2020,Cape Canaveral,Falcon 9
Starlink-1852 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1853 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1854 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1855 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1856 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1857 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1858 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1859 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1860 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1861 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1862 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1863 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1864 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1865 ,USA,Commercial,Communications,LEO,95.6,24-10-2020,Cape Canaveral,Falcon 9
Starlink-1866 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1867 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1868 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1869 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1870 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1871 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1872 ,USA,Commercial,Communications,LEO,95.6,24-10-2020,Cape Canaveral,Falcon 9
Starlink-1873 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1874 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1875 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1876 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1877 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1878 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1879 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1880 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1881 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1882 ,USA,Commercial,Communications,LEO,95.6,24-10-2020,Cape Canaveral,Falcon 9
Starlink-1883 ,USA,Commercial,Communications,LEO,95.6,24-10-2020,Cape Canaveral,Falcon 9
Starlink-1884 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1885 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1886 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1887 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1888 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1889 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1890 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1891 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1892 ,USA,Commercial,Communications,LEO,95.6,24-10-2020,Cape Canaveral,Falcon 9
Starlink-1893 ,USA,Commercial,Communications,LEO,95.6,24-10-2020,Cape Canaveral,Falcon 9
Starlink-1894 ,USA,Commercial,Communications,LEO,95.6,24-10-2020,Cape Canaveral,Falcon 9
Starlink-1895 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1896 ,USA,Commercial,Communications,LEO,95.6,24-10-2020,Cape Canaveral,Falcon 9
Starlink-1897 ,USA,Commercial,Communications,LEO,95.6,24-10-2020,Cape Canaveral,Falcon 9
Starlink-1898 ,USA,Commercial,Communications,LEO,95.6,24-10-2020,Cape Canaveral,Falcon 9
Starlink-1899 ,USA,Commercial,Communications,LEO,95.6,24-10-2020,Cape Canaveral,Falcon 9
Starlink-1900 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1901 ,USA,Commercial,Communications,LEO,95.6,24-10-2020,Cape Canaveral,Falcon 9
Starlink-1902 ,USA,Commercial,Communications,LEO,95.6,24-10-2020,Cape Canaveral,Falcon 9
Starlink-1903 ,USA,Commercial,Communications,LEO,95.6,24-10-2020,Cape Canaveral,Falcon 9
Starlink-1905 ,USA,Commercial,Communications,LEO,95.6,24-10-2020,Cape Canaveral,Falcon 9
Starlink-1906 ,USA,Commercial,Communications,LEO,95.6,24-10-2020,Cape Canaveral,Falcon 9
Starlink-1907 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1908 ,USA,Commercial,Communications,LEO,95.6,24-10-2020,Cape Canaveral,Falcon 9
Starlink-1910 ,USA,Commercial,Communications,LEO,95.6,24-10-2020,Cape Canaveral,Falcon 9
Starlink-1911 ,USA,Commercial,Communications,LEO,95.6,24-10-2020,Cape Canaveral,Falcon 9
Starlink-1912 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
Starlink-1913 ,USA,Commercial,Communications,LEO,95.6,24-11-2020,Cape Canaveral,Falcon 9
