Name,Country,Users,Purpose,Orbit_Class,Period_min,Launch_Date,Launch_Site,Launch_Vehicle
1HOPSAT,USA,Commercial,Earth Observation,LEO,96.08,11-12-2019,Satish Dhawan Space Centre,PSLV
3Cat-1,Spain,Civil,Technology Development,LEO,95,29-11-2018,Satish Dhawan Space Centre,PSLV
Aalto-1,Finland,Civil,Technology Development,LEO,94.7,23-06-2017,Satish Dhawan Space Centre,PSLV
AAUSat-4,Denmark,Civil,Earth Observation,LEO,95.9,25-04-2016,Guiana Space Center,Soyuz 2.1a
ABS-2,Multinational,Commercial,Communications,GEO,1436.03,06-02-2014,Guiana Space Center,Ariane 5 ECA
ABS-2A,Multinational,Commercial,Communications,GEO,1436.1,15-06-2016,Cape Canaveral,Falcon 9
ABS-3A,Multinational,Commercial,Communications,GEO,1436,02-03-2015,Cape Canaveral,Falcon 9
ABS-4,Multinational,Commercial,Communications,GEO,1436.1,13-03-2004,Cape Canaveral,Atlas 3
ABS-6,Multinational,Commercial,Communications,GEO,1436.08,26-09-1999,Baikonur Cosmodrome,Proton
ABS-7,Multinational,Commercial,Communications,GEO,1436.06,04-09-1999,Guiana Space Center,Ariane
USA 311,USA,Military,Earth Observation,GEO,1437.6,11-12-2020,Cape Canaveral,Delta 4 Heavy
USA 139,USA,Military,Earth Observation,GEO,1436.14,09-05-1998,Cape Canaveral,Titan IVA
USA 171,USA,Military,Earth Observation,GEO,1436.1,09-09-2003,Cape Canaveral,Titan IV
USA 202,USA,Military,Earth Observation,GEO,1438.8,18-01-2009,Cape Canaveral,Delta 4 Heavy
USA 223,USA,Military,Earth Observation,GEO,1436,21-11-2010,Cape Canaveral,Delta 4 Heavy
USA 237,USA,Military,Earth Observation,GEO,1436.1,29-06-2012,Cape Canaveral,Delta 4 Heavy
USA 268,USA,Military,Earth Observation,GEO,1437.19,11-06-2016,Cape Canaveral,Delta 4 Heavy
USA 235,USA,Military,Communications,GEO,1436.1,03-05-2012,Cape Canaveral,Atlas 5
USA 246,USA,Military,Communications,GEO,1436.1,18-09-2013,Cape Canaveral,Atlas 5
USA 288,USA,Military,Communications,GEO,1436.1,17-10-2018,Cape Canaveral,Atlas 5
USA 292,USA,Military,Communications,GEO,1436.2,08-08-2019,Cape Canaveral,Atlas 5
USA 298,USA,Military,Communications,GEO,1436,26-03-2020,Cape Canaveral,Atlas 5
Aeneas,USA,Government,Technology Development,LEO,97.4,13-09-2012,Vandenberg AFB,Atlas 5
Aeolus,ESA,Government,Earth Observation,LEO,92.4,22-08-2018,Guiana Space Center,Vega
Aerocube 10A,USA,Commercial,Technology Development,LEO,94.15,09-08-2019,Cygnus,Nanorack Deployer
Aerocube 10B,USA,Commercial,Technology Development,LEO,94.15,09-08-2019,Cygnus,Nanorack Deployer
Aerocube 11A,USA,Commercial,Technology Development,LEO,94.6,17-12-2018,Rocket Lab Launch Complex 1,Electron
Aerocube 11B,USA,Commercial,Technology Development,LEO,94.6,17-12-2018,Rocket Lab Launch Complex 1,Electron
Aerocube 12A,USA,Commercial,Technology Development,LEO,94.2,16-07-2018,Cygnus,Nanorack Deployer
Aerocube 12B,USA,Commercial,Technology Development,LEO,94.2,16-07-2018,Cygnus,Nanorack Deployer
Aerocube 14A,USA,Military,Technology Development,LEO,93.9,31-01-2020,Cygnus,Nanorack Deployer
Aerocube 14B,USA,Military,Technology Development,LEO,93.9,31-01-2020,Cygnus,Nanorack Deployer
Aerocube 15A,USA,Military,Technology Development,LEO,93.9,31-01-2020,Cygnus,Nanorack Deployer
Aerocube 5C,USA,Commercial,Technology Development,LEO,97.74,08-10-2015,Vandenberg AFB,Atlas 5
Aerocube 6A,USA,Commercial,Technology Development,LEO,97.88,19-06-2014,Dombarovsky Air Base,Dnepr
Aerocube 6B,USA,Commercial,Technology Development,LEO,97.88,19-06-2014,Dombarovsky Air Base,Dnepr
Aerocube 7A,USA,Commercial,Technology Development,LEO,97.4,08-10-2015,Vandenberg AFB,Atlas 5
Aerocube 7B,USA,Commercial,Technology Development,LEO,93.2,12-11-2017,Wallops Island Flight Facility,Antares 230
Aerocube 7C,USA,Commercial,Technology Development,LEO,93.2,12-11-2017,Wallops Island Flight Facility,Antares 230
Aerocube 8A,USA,Commercial,Technology Development,LEO,95.19,20-05-2015,Cape Canaveral,Atlas 5
Aerocube 8B,USA,Commercial,Technology Development,LEO,95.19,20-05-2015,Cape Canaveral,Atlas 5
Aerocube 8C,USA,Commercial,Technology Development,LEO,96.2,11-11-2016,Vandenberg AFB,Atlas 5
Aerocube 8D,USA,Commercial,Technology Development,LEO,96.23,11-11-2016,Vandenberg AFB,Atlas 5
Eutelsat 48D,Multinational,Commercial,Communications,GEO,1436.08,20-12-2008,Guiana Space Center,Ariane 5
AIM,USA,Government,Earth Observation,LEO,96.2,25-04-2007,Vandenberg AFB,Pegasus XL
AISat-1,Germany,Government,Communications,LEO,97.76,30-06-2014,Satish Dhawan Space Centre,PSLV-CA
AISSat-1,Norway,Government,Communications,LEO,97.2,12-07-2010,Satish Dhawan Space Centre,PSLV
AISSat-2,Norway,Government,Communications,LEO,97.27,08-07-2014,Baikonur Cosmodrome,Soyuz-2.1b
AIST-1,Russia,Commercial/Civil,Technology Development,LEO,96.9,28-12-2013,Plesetsk Cosmodrome,"Soyuz 2,1v"
AIST-2,Russia,Commercial/Civil,Technology Development,LEO,96.06,19-04-2013,Baikonur Cosmodrome,Soyuz 2.1a
AIST-2D,Russia,Commercial/Civil,Technology Development,LEO,94.18,27-04-2016,Vostochny Cosmodrome,Soyuz 2.1a
AISTechSat-2,Spain,Commercial,Earth Observation,LEO,96.4,03-12-2018,Vandenberg AFB,Falcon 9
AISTechSat-3,Spain,Commercial,Earth Observation,LEO,94.6,01-04-2019,Satish Dhawan Space Centre,PSLV
Al Yah-3,United Arab Emirates,Commercial,Communications,GEO,1436,25-01-2018,Guiana Space Center,Ariane 5
Alcomsat,Algeria,Government,Communications,GEO,1436.1,10-12-2017,Xichang Satellite Launch Center,Long March 3B
ALE-2,Japan,Commercial,Earth Science,LEO,92.06,06-12-2019,Rocket Lab Launch Complex 1,Electron
Al-Farabi-2,Kazakhstan,Civil,Technology Development,LEO,96.2,03-12-2018,Vandenberg AFB,Falcon 9
ALiCE,USA,Military,Technology Development,LEO,98,06-12-2013,Vandenberg AFB,Atlas 5
Alsat-2B,Algeria,Government,Earth Observation,LEO,97.7,26-09-2016,Satish Dhawan Space Centre,PSLV
Alsat-1B,Algeria,Government,Earth Observation,LEO,98.4,26-09-2016,Satish Dhawan Space Centre,PSLV
AlSat-1N,Algeria,Government,Technology Development,LEO,98.3,26-09-2016,Satish Dhawan Space Centre,PSLV
Alsat-2A,Algeria,Government,Earth Observation,LEO,98.2,12-07-2010,Satish Dhawan Space Centre,PSLV
Amazonas-2,Spain,Commercial,Communications,GEO,1436.08,01-10-2009,Guiana Space Center,Ariane 5
Amazonas-3,Spain,Commercial,Communications,GEO,1436.05,07-02-2013,Guiana Space Center,Ariane 5 ECA
Amazonas-4A,Spain,Commercial,Communications,GEO,1436.24,22-03-2014,Guiana Space Center,Ariane 5 ECA
Amazonas-5,Spain,Commercial,Communications,GEO,1436.11,12-09-2017,Baikonur Cosmodrome,Proton
AMC-1,USA,Commercial,Communications,GEO,1436.1,08-09-1996,Cape Canaveral,Atlas 2A
AMC-11,USA,Commercial,Communications,GEO,1436.07,19-05-2004,Cape Canaveral,Atlas 2AS
AMC-15,USA,Commercial,Communications,GEO,1436.08,14-10-2004,Baikonur Cosmodrome,Proton M
AMC-16,USA,Commercial,Communications,GEO,1436.1,17-12-2004,Cape Canaveral,Atlas 5
AMC-18,USA,Commercial,Communications,GEO,1436.1,08-12-2006,Guiana Space Center,Ariane 5
AMC-2,USA,Commercial,Communications,GEO,1436.1,30-01-1997,Guiana Space Center,Ariane 44L
AMC-21,USA,Commercial,Communications,GEO,1436.1,14-08-2008,Guiana Space Center,Ariane 5 ECA
AMC-4,USA,Commercial,Communications,GEO,1436.1,13-11-1999,Guiana Space Center,Ariane 44LP
AMC-6,USA,Commercial,Communications,GEO,1436.12,22-10-2000,Baikonur Cosmodrome,Proton K
AMC-8,USA,Commercial,Communications,GEO,1436.07,19-12-2000,Guiana Space Center,Ariane 5G
AmGU-1,Russia,Civil,Space Science,LEO,95.2,05-07-2019,Vostochny Cosmodrome,Soyuz 2.1b
Amos 17,Israel,Military/Commercial,Communications,GEO,1436.04,06-08-2019,Cape Canaveral,Falcon 9
Amos 3,Israel,Military/Commercial,Communications,GEO,1436.1,28-04-2008,Baikonur Cosmodrome,Zenit 3SLB
Amos 4,Israel,Military/Commercial,Communications,GEO,1432,31-08-2013,Baikonur Cosmodrome,Zenit 2SB
Amsat-Oscar 7,USA,Civil,Communications,LEO,114.9,15-11-1974,Vandenberg AFB,Delta 2310
ANASIS-II,South Korea,Military,Communications,GEO,1436.1,20-07-2020,Cape Canaveral,Falcon 9
ANDESITE Mule,USA,Civil,Space Science/Technology Demonstration,LEO,96.5,13-06-2020,Rocket Lab Launch Complex 1,Electron
ANGELS,ESA,Government,Communications,LEO,94.9,18-12-2019,Guiana Space Center,Soyuz
Anik F1,Canada,Commercial,Communications,GEO,1436.08,21-11-2000,Guiana Space Center,Ariane 44L
Anik F1R,Canada,Commercial,Communications,GEO,1436.1,09-09-2005,Baikonur Cosmodrome,Proton M
Anik F2,Canada,Commercial,Communications,GEO,1436.08,18-07-2004,Guiana Space Center,Ariane 5
Anik F3,Canada,Commercial,Communications,GEO,1436.1,09-04-2007,Baikonur Cosmodrome,Proton M
Anik G1,Canada,Commercial,Communications,GEO,1436.08,15-04-2013,Baikonur Cosmodrome,Proton M
Aoba-VELOX 4,Japan,Civil,Technology Development,LEO,94.6,18-01-2019,Uchinoura Space Center,Epsilon
AprizeSat 1,Argentina,Commercial,Communications/Technology Development,LEO,99.4,29-06-2004,Baikonur Cosmodrome,Dnepr
AprizeSat 10,USA/Argentina,Commercial,Communications/Maritime Tracking,LEO,98,19-06-2014,Dombarovsky Air Base,Dnepr
AprizeSat 2,Argentina,Commercial,Communications/Technology Development,LEO,100.3,29-06-2004,Baikonur Cosmodrome,Dnepr
AprizeSat 3,USA/Argentina,Commercial,Communications/Maritime Tracking,LEO,97,29-07-2009,Baikonur Cosmodrome,Dnepr
AprizeSat 4,USA/Argentina,Commercial,Communications/Maritime Tracking,LEO,97.5,29-07-2009,Baikonur Cosmodrome,Dnepr
AprizeSat 5,Canada,Commercial,Communications,LEO,97.8,17-08-2011,Dombarovsky Air Base,Dnepr
AprizeSat 7,Canada,Commercial,Communications,LEO,97.17,21-11-2013,Dombarovsky Air Base,Dnepr
AprizeSat 8,USA/Argentina,Commercial,Communications/Maritime Tracking,LEO,97.99,21-11-2013,Dombarovsky Air Base,Dnepr
AprizeSat 9,Canada,Commercial,Communications/Maritime Tracking,LEO,98,19-06-2014,Dombarovsky Air Base,Dnepr
Apstar 6,China,Commercial,Communications,GEO,1436.08,12-04-2005,Xichang Satellite Launch Center,Long March 3B
Apstar 6C,China,Commercial,Communications,GEO,1436.1,03-05-2018,Xichang Satellite Launch Center,Long March 3B
Apstar 6D,China,Commercial,Communications,GEO,1438.5,09-07-2020,Xichang Satellite Launch Center,Long March 3B
Apstar 7,China,Commercial,Communications,GEO,1440.31,31-03-2012,Xichang Satellite Launch Center,Long March 3B
Apstar 9,China,Commercial,Communications,GEO,1436.01,16-10-2015,Xichang Satellite Launch Center,Long March 3B
Arabsat 5C,Multinational,Government,Communications,GEO,1436.06,21-09-2011,Guiana Space Center,Ariane 5 ECA
Arabsat 6A,Multinational,Commercial,Communications,GEO,"1,436.00",11-04-2019,Cape Canaveral,Falcon Heavy
Arabsat 7F,Multinational,Commercial,Communications,GEO,1436.09,20-05-1999,Baikonur Cosmodrome,Proton D
Arkyd-6A,USA,Commercial,Technology Development,LEO,94.5,11-01-2018,Satish Dhawan Space Centre,PSLV
ARMADILLO,USA,Civil,Technology Development,Elliptical,96.2,25-06-2019,Cape Canaveral,Falcon Heavy
ArSat 1,Argentina,Commercial,Communications,GEO,1436.07,16-10-2014,Guiana Space Center,Ariane 5 ECA
ArSat 2,Argentina,Commercial,Communications,GEO,1436.06,30-09-2015,Guiana Space Center,Ariane 5 ECA
AsiaSat-3S,China,Commercial,Communications,GEO,1436.07,21-03-1999,Baikonur Cosmodrome,Proton K
AsiaSat-5,China,Commercial,Communications,GEO,1436.11,11-08-2009,Baikonur Cosmodrome,Breeze M
AsiaSat-6,China,Commercial,Communications,GEO,1436.17,07-09-2014,Cape Canaveral,Falcon 9
AsiaSat-7,China,Commercial,Communications,GEO,1436.17,25-11-2011,Baikonur Cosmodrome,Proton M
AsiaSat-8,China,Commercial,Communications,GEO,1436.1,05-08-2014,Cape Canaveral,Falcon 9
AsiaSat-9,China,Commercial,Communications,GEO,1436.1,28-09-2017,Baikonur Cosmodrome,Proton
AsiaStar,USA,Commercial,Communications,GEO,1436.15,21-03-2000,Guiana Space Center,Ariane 5G
ASNARO-1,Japan,Government,Earth Observation,LEO,94.75,06-11-2014,Dombarovsky Air Base,Dnepr
ASNARO-2,Japan,Government,Earth Observation,LEO,94.5,17-01-2018,Uchinoura Space Center,Epsilon
Astra 1D,Luxembourg,Commercial,Communications,GEO,1436.08,01-11-1994,Guiana Space Center,Ariane 42P
Astra 1F,Luxembourg,Commercial,Communications,GEO,1436.15,18-04-1996,Baikonur Cosmodrome,Proton K
Astra 1G,Luxembourg,Commercial,Communications,GEO,1436.08,02-12-1997,Baikonur Cosmodrome,Proton K
Astra 1KR,Luxembourg,Commercial,Communications,GEO,1436.1,20-04-2006,Cape Canaveral,Atlas 5
Astra 1L,Luxembourg,Commercial,Communications,GEO,1436.03,04-05-2007,Guiana Space Center,Ariane 5 ECA
Astra 1M,Luxembourg,Commercial,Communications,GEO,1438.2,05-11-2008,Baikonur Cosmodrome,Proton M
Astra 1N,Luxembourg,Commercial,Communications,GEO,1434.1,06-08-2011,Guiana Space Center,Ariane 5 ECA
Astra 2A,Luxembourg,Commercial,Communications,GEO,1436.12,30-08-1998,Baikonur Cosmodrome,Proton K
Astra 2B,Luxembourg,Commercial,Communications,GEO,1436.11,14-09-2000,Guiana Space Center,Ariane 5G
Astra 2C,Luxembourg,Commercial,Communications,GEO,1436.12,16-06-2001,Baikonur Cosmodrome,Proton K
Astra 2D,Luxembourg,Commercial,Communications,GEO,1436.1,19-12-2000,Guiana Space Center,Ariane 5G
Astra 2E,Luxembourg,Commercial,Communications,GEO,1436.12,29-09-2013,Baikonur Cosmodrome,Proton M
Astra 2F,Luxembourg,Commercial,Communications,GEO,1436.07,28-09-2012,Guiana Space Center,Ariane 5 ECA
Astra 2G,Luxembourg,Commercial,Communications,GEO,1436.11,27-12-2014,Baikonur Cosmodrome,Proton M
Astra 3A,Luxembourg,Commercial,Communications,GEO,1436.07,29-03-2002,Guiana Space Center,Ariane 44L
Astra 3B,Luxembourg,Commercial,Communications,GEO,1436.11,21-05-2010,Guiana Space Center,Ariane 5 ECA
Astra 5B,Luxembourg,Commercial,Communications,GEO,1436.26,22-03-2014,Guiana Space Center,Ariane 5 ECA
Astranis Demosat-2,USA,Commercial,Technology Development,LEO,94.5,11-01-2018,Satish Dhawan Space Centre,PSLV
Astrocast 0.1,Switzerland,Commercial,Communications,LEO,96.3,03-12-2018,Vandenberg AFB,Falcon 9
Astrocast 0.2,Switzerland,Commercial,Communications,LEO,94.6,01-04-2019,Satish Dhawan Space Centre,PSLV
Astrosat,India,Government,Space Science,LEO,97.54,28-09-2015,Satish Dhawan Space Centre,PSLV C-30
AT&T T16,USA,Commercial,Communications,GEO,1436.07,20-06-2019,Guiana Space Center,Ariane 5
Athena,USA,Commercial,Communications,LEO,94.5,02-09-2020,Guiana Space Center,Vega
Athena-Fidus,France/Italy,Government/Military,Communications,GEO,1436.06,06-02-2014,Guiana Space Center,Ariane 5 ECA
Athenoxat-1,Singapore,Commercial,Technology Development,LEO,95.46,16-12-2015,Satish Dhawan Space Centre,PSLV-C29
Aurora,Russia,Commercial,Technology Development,LEO,96.7,19-06-2014,Dombarovsky Air Base,Dnepr
Azerspace 1/Africasat-1a,Azerbaijan,Government,Communications,GEO,1436.08,07-02-2013,Guiana Space Center,Ariane 5 ECA
Azerspace 2/Intelsat-38,Azerbaijan,Government,Communications,GEO,1436.1,25-09-2018,Guiana Space Center,Ariane 5 ECA
AztecSat-1,USA/Mexico,Government/Civil,Technology Development,LEO,92.9,19-02-2020,International Space Station,Nanorack Deployer
Badr 4,Multinational,Government,Communications,GEO,1436.06,08-11-2006,Baikonur Cosmodrome,Proton M
Badr 5,Multinational,Government,Communications,GEO,1439.76,03-06-2010,Baikonur Cosmodrome,Proton
Badr 5A,Multinational,Government,Communications,GEO,1427.27,26-06-2010,Guiana Space Center,Ariane 5 ECA
Badr 6,Multinational,Government,Communications,GEO,1436.1,07-07-2008,Guiana Space Center,Ariane 5 ECA
Badr 7,Multinational,Government,Communications,GEO,"1,436.00",10-11-2015,Guiana Space Center,Ariane 5
Bangabandhu 1,Bangladesh,Government,Communications,GEO,"1,436.06",11-05-2018,Cape Canaveral,Falcon 9
Cosmos 2503,Russia,Military,Earth Observation,LEO,96.1,27-02-2015,Plesetsk Cosmodrome,Soyuz-2.1b
Cosmos 2515,Russia,Military,Earth Observation,LEO,96.10,24-03-2016,Plesetsk Cosmodrome,Soyuz 2.1a
BDSAGR-1,China,Commercial,Earth Observation,LEO,97.10,21-12-2019,Taiyuan Launch Center,Long March 4B
Beesat-4,Germany,Civil,Technology Development,LEO,94.50,22-06-2016,Satish Dhawan Space Centre,PSLV
Beesat-9,Germany,Civil,Technology Development,LEO,95.20,05-07-2019,Vostochny Cosmodrome,Soyuz 2.1b
Beidou 2-12,China,Military/Government,Navigation/Global Positioning,MEO,773.19,28-04-2012,Xichang Satellite Launch Center,Long March 3B
Beidou 2-13,China,Military/Government,Navigation/Global Positioning,MEO,773.21,28-04-2012,Xichang Satellite Launch Center,Long March 3B
Beidou 2-15,China,Military/Government,Navigation/Global Positioning,MEO,773.1,18-09-2012,Xichang Satellite Launch Center,Long March 3B
Beidou 2-16,China,Military/Government,Navigation/Global Positioning,GEO,1436.11,25-10-2012,Xichang Satellite Launch Center,Long March 3C
Beidou 2-17,China,Military/Government,Navigation/Global Positioning,GEO,1435.92,30-03-2016,Xichang Satellite Launch Center,Long March 3A
Beidou 2-18,China,Military/Government,Navigation/Global Positioning,GEO,1436.1,12-06-2016,Xichang Satellite Launch Center,Long March 3C
Beidou 3I-1S,China,Military/Government,Navigation/Global Positioning,GEO,1461.81,30-03-2015,Xichang Satellite Launch Center,Long March 3C
Beidou 3I-2S,China,Military/Government,Navigation/Global Positioning,GEO,1435.73,29-09-2015,Xichang Satellite Launch Center,Long March 3B
Beidou 3-M1,China,Military/Government,Navigation/Global Positioning,MEO,773.2,05-11-2017,Xichang Satellite Launch Center,Long March 3B
Beidou 3-23,China,Military/Government,Navigation/Global Positioning,MEO,773.2,22-09-2019,Xichang Satellite Launch Center,Long March 3B
Beidou 3-24,China,Military/Government,Navigation/Global Positioning,MEO,773.2,22-09-2019,Xichang Satellite Launch Center,Long March 3B
Beidou 3-25,China,Military/Government,Navigation/Global Positioning,MEO,773.2,05-11-2017,Xichang Satellite Launch Center,Long March 3B
Beidou 3M-1S,China,Military/Government,Navigation/Global Positioning,MEO,773.2,25-07-2015,Xichang Satellite Launch Center,Long March 3B
Beidou 3M-2S,China,Military/Government,Navigation/Global Positioning,MEO,773.3,25-07-2015,Xichang Satellite Launch Center,Long March 3B
Beidou DW 26,China,Military/Government,Navigation/Global Positioning,MEO,773.2,11-01-2018,Xichang Satellite Launch Center,Long March 3B
Beidou DW 27,China,Military/Government,Navigation/Global Positioning,MEO,773.2,11-01-2018,Xichang Satellite Launch Center,Long March 3B
Beidou DW 28,China,Military/Government,Navigation/Global Positioning,MEO,773.2,12-02-2018,Xichang Satellite Launch Center,Long March 3B
Beidou DW 29,China,Military/Government,Navigation/Global Positioning,MEO,773.2,12-02-2018,Xichang Satellite Launch Center,Long March 3B
Beidou DW 30,China,Military/Government,Navigation/Global Positioning,MEO,773.2,29-03-2018,Xichang Satellite Launch Center,Long March 3B
Beidou DW 31,China,Military/Government,Navigation/Global Positioning,MEO,773.2,29-03-2018,Xichang Satellite Launch Center,Long March 3B
Beidou DW 32,China,Military/Government,Navigation/Global Positioning,GEO,1436.1,09-07-2018,Xichang Satellite Launch Center,Long March 3A
Beidou DW 33,China,Military/Government,Navigation/Global Positioning,MEO,773.2,29-07-2018,Xichang Satellite Launch Center,Long March 3B
Beidou DW 34,China,Military/Government,Navigation/Global Positioning,MEO,773.2,29-07-2018,Xichang Satellite Launch Center,Long March 3B
Beidou DW 35,China,Military/Government,Navigation/Global Positioning,MEO,773.2,24-08-2018,Xichang Satellite Launch Center,Long March 3B
Beidou DW 36,China,Military/Government,Navigation/Global Positioning,MEO,773.2,24-08-2018,Xichang Satellite Launch Center,Long March 3B
Beidou DW 37,China,Military/Government,Navigation/Global Positioning,MEO,787.1,19-09-2018,Xichang Satellite Launch Center,Long March 3B
Beidou DW 38,China,Military/Government,Navigation/Global Positioning,MEO,773.1,19-09-2018,Xichang Satellite Launch Center,Long March 3B
Beidou DW 39,China,Military/Government,Navigation/Global Positioning,MEO,787.4,15-10-2018,Xichang Satellite Launch Center,Long March 3B
Beidou DW 40,China,Military/Government,Navigation/Global Positioning,MEO,787.4,15-10-2018,Xichang Satellite Launch Center,Long March 3B
Beidou DW 41,China,Military/Government,Navigation/Global Positioning,GEO,1436.06,01-11-2018,Xichang Satellite Launch Center,Long March 3B
Beidou DW 42,China,Military/Government,Navigation/Global Positioning,MEO,787.1,18-11-2018,Xichang Satellite Launch Center,Long March 3B
Beidou DW 43,China,Military/Government,Navigation/Global Positioning,MEO,787.1,18-11-2018,Xichang Satellite Launch Center,Long March 3B
Beidou DW 44,China,Military/Government,Navigation/Global Positioning,GEO,1435.7,20-04-2019,Xichang Satellite Launch Center,Long March 3B
Beidou DW 45,China,Military/Government,Navigation/Global Positioning,GEO,1436.06,17-05-2019,Xichang Satellite Launch Center,Long March 3C
Beidou DW 46,China,Military/Government,Navigation/Global Positioning,GEO,1436.2,24-06-2019,Xichang Satellite Launch Center,Long March 3B
Beidou 3 IGSO-3,China,Military/Government,Navigation/Global Positioning,GEO,1436.2,05-11-2019,Xichang Satellite Launch Center,Long March 3B
Beidou DW 50,China,Military/Government,Navigation/Global Positioning,MEO,787.4,23-11-2019,Xichang Satellite Launch Center,Long March 3B
Beidou DW 51,China,Military/Government,Navigation/Global Positioning,MEO,787.2,23-11-2019,Xichang Satellite Launch Center,Long March 3B
Beidou DW 52,China,Military/Government,Navigation/Global Positioning,MEO,770.6,16-12-2019,Xichang Satellite Launch Center,Long March 3B
Beidou DW 53,China,Military/Government,Navigation/Global Positioning,MEO,785.35,16-12-2019,Xichang Satellite Launch Center,Long March 3B
Beidou DW 55,China,Military/Government,Navigation/Global Positioning,GEO,1436.1,23-06-2020,Xichang Satellite Launch Center,Long March 3B
Beidou G3,China,Military/Government,Navigation/Global Positioning,GEO,1436.08,09-03-2020,Xichang Satellite Launch Center,Long March 3B
Beidou G4,China,Military/Government,Navigation/Global Positioning,GEO,1436.1,31-10-2010,Xichang Satellite Launch Center,Long March 3C
Beidou G5,China,Military/Government,Navigation/Global Positioning,GEO,1436.15,24-02-2012,Xichang Satellite Launch Center,Long March 3A
Beidou IGSO-1,China,Military/Government,Navigation/Global Positioning,GEO,1435.82,31-07-2010,Xichang Satellite Launch Center,Long March 3A
Beidou IGSO-2,China,Military/Government,Navigation/Global Positioning,GEO,1436.12,17-12-2010,Xichang Satellite Launch Center,Long March 3A
Beidou IGSO-3,China,Military/Government,Navigation/Global Positioning,GEO,1435.93,09-04-2011,Xichang Satellite Launch Center,Long March 3A
Beidou IGSO-4,China,Military/Government,Navigation/Global Positioning,GEO,1435.1,26-07-2011,Xichang Satellite Launch Center,Long March 3A
Beidou IGSO-5,China,Military/Government,Navigation/Global Positioning,GEO,1436.08,01-12-2011,Xichang Satellite Launch Center,Long March 3A
BeijinGalaxy-1,China,Commercial,Earth Observation,LEO,98.6,27-10-2005,Plesetsk Cosmodrome,Kosmos 3M
Belintersat-1,Belarus,Government,Communications,GEO,1436.06,15-01-2016,Xichang Satellite Launch Center,Long March 3B
Bispectral InfraRed Detector 2 (Bird 2),Germany,Government/Civil,Earth Observation/Technology Development,LEO,94.8,22-10-2001,Satish Dhawan Space Centre,PSLV C3
BIROS,Germany,Government,Earth Observation,LEO,94.7,22-06-2016,Satish Dhawan Space Centre,PSLV XL
BisonSat,USA,Civil,Earth Observation/Technology Development,LEO,97.7,08-10-2015,Cape Canaveral,Atlas 5
BKA 2,Belarus,Government,Earth Observation,LEO,94.7,22-07-2012,Baikonur Cosmodrome,Soyuz-Fregat
BlackSky Global 1,USA,Commercial,Earth Observation,LEO,94.7,29-11-2018,Satish Dhawan Space Centre,PSLV
BlackSky Global 2,USA,Commercial,Earth Observation,LEO,96.3,03-12-2018,Vandenberg AFB,Falcon 9
BlackSky Global 3,USA,Commercial,Earth Observation,LEO,93.7,29-06-2019,Rocket Lab Launch Complex 1,Electron
BlackSky Global 4,USA,Commercial,Earth Observation,LEO,95.5,19-08-2019,Rocket Lab Launch Complex 1,Electron
BlackSky Global 7,USA,Commercial,Earth Observation,LEO,95.5,07-08-2020,Cape Canaveral,Falcon 9
BlackSky Global 8,USA,Commercial,Earth Observation,LEO,95.5,07-08-2020,Cape Canaveral,Falcon 9
BlackSky Pathfinder 1,USA,Commercial,Earth Observation,LEO,98.3,26-09-2016,Satish Dhawan Space Centre,PSLV
Cosmos 2520,Russia,Military/Commercial,Communications,GEO,"1,436",16-08-2017,Baikonur Cosmodrome,Proton
Cosmos 2526,Russia,Military/Commercial,Communications,GEO,"1,436",18-04-2018,Baikonur Cosmodrome,Proton
Cosmos 2533,Russia,Military/Commercial,Communications,GEO,"1,436",20-12-2018,Baikonur Cosmodrome,Proton
Cosmos 2539,Russia,Military/Commercial,Communications,GEO,"1,436",05-08-2019,Baikonur Cosmodrome,Proton
Bluewalker 1,Lithuania,Commercial,Technology Development,LEO,94,01-04-2019,Satish Dhawan Space Centre,PSLV
Bobcat-1,USA,Civil,Earth Science,LEO,93,05-11-2020,International Space Station,Nanorack Deployer
Brazilsat B-4,Brazil,Commercial,Communications,GEO,1436.09,17-08-2000,Guiana Space Center,Ariane 44LP
BricSat-2,USA,Civil,Technology Development,Elliptical,96.1,25-06-2019,Cape Canaveral,Falcon Heavy
BRIO,USA,Commercial,Technology Development,LEO,96.3,03-12-2018,Vandenberg AFB,Falcon 9
BRISat,Indonesia,Commercial,Communications,GEO,1436.2,19-06-2016,Guiana Space Center,Ariane 5 ECA
BRITE-CA-1,Canada,Civil,Space Science,LEO,98.27,19-06-2014,Dombarovsky Air Base,Dnepr
BRITE-PL-1,Multinational,Government,Space Science,LEO,99.6,21-11-2013,Dombarovsky Air Base,Dnepr
BRITE-PL-2,Multinational,Government,Space Science,LEO,97.1,19-08-2014,Taiyuan Launch Center,Long March 2B
BRO-One,France,Commercial,Earth Observation,LEO,95.5,19-08-2019,Rocket Lab Launch Complex 1,Electron
BSAT-3A,Japan,Commercial,Communications,GEO,1436.1,14-08-2007,Guiana Space Center,Ariane 5 ECA
BSAT-3B,Japan,Commercial,Communications,GEO,1365.61,28-10-2010,Guiana Space Center,Ariane 5 ECA
BSAT-3C/JCSat 110-R,Japan,Commercial,Communications,GEO,1436.04,06-08-2011,Guiana Space Center,Ariane 5 ECA
BSAT-4A,Japan,Commercial,Communications,GEO,1432.7,29-09-2017,Guiana Space Center,Ariane 5
